ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0045333,cellular respiration,115,-0.5323319231300767,-2.5139285966960676,5.1736964362572605e-12,1.3639745150132776e-9,1.0486018231572133e-9,807,"tags=72%, list=38%, signal=47%",COX5B/UQCRH/SNCA/CYC1/UQCRC1/PDHA1/IDH3G/IDH3B/SUCLG1/HCCS/DLST/SLC35A4/COX7C/IDH3A/NDUFS4/NDUFA9/NDUFS5/NDUFS8/OGDH/NDUFAB1/SOD2/SHMT2/TRAP1/NDUFS2/CYCS/COX6C/SUCLG2/ADSL/STOML2/NDUFA7/SUCLA2/SDHB/ACO2/UQCRC2/NDUFB3/NDUFS3/MDH1/DLD/CHCHD2/COX4I1/NDUFC2/IDH2/CS/COQ9/DLAT/SLC25A12/SURF1/NDUFV2/NDUFB10/PNPT1/FH/NDUFB11/GPD2/NDUFB8/UQCRFS1/NDUFS1/COX5A/LYRM7/NDUFA13/NDUFV1/NDUFA12/ETFA/MDH2/PDHB/NDUFA6/PPIF/NDUFB5/COQ10A/NDUFS7/NDUFC1/NDUFA2/ETFB/NDUFA3/GPD1/NDUFA11/NDUFB4/NDUFB1/UQCR10/COX7A1/UQCRQ/COX7A2/NDUFA4/CHCHD10
CC,GO:0031966,mitochondrial membrane,227,-0.42853565067778915,-2.17663448686061,6.182868626056001e-12,1.4941932512968668e-9,1.1487119078935623e-9,724,"tags=55%, list=34%, signal=40%",SLC35A4/COX7C/NDUFS4/MRPL12/NDUFA9/NDUFS5/NDUFS8/OGDH/NDUFAB1/CHCHD3/SHMT2/RDH13/TRAP1/HINT2/NDUFS2/CYCS/VDAC1/TMX1/COX6C/MTX1/HTRA2/ATAD1/STOML2/NDUFA7/HSPD1/ACSL1/HK1/CRAT/SDHB/MRPS35/CKMT2/TMEM11/UQCRC2/BCL2L13/MRPL39/MPC2/NDUFB3/RTN4IP1/BDH1/NDUFS3/ENDOG/NLRX1/COX4I1/ATAD3A/NDUFC2/SPG7/MRPS25/MRPL19/DNM1L/COQ9/SH3GLB1/CPT2/HADHB/MRPS7/TMEM126A/SLC25A12/COQ3/HSPA9/HADHA/TIMM50/SURF1/NDUFV2/NDUFB10/L2HGDH/NDUFB11/GPD2/AIFM1/PAM16/MAOB/NDUFB8/UQCRFS1/MRPS17/GRPEL1/AFG3L2/NDUFS1/COX5A/LYRM7/NDUFA13/AGK/NDUFV1/NDUFA12/COA3/SMIM20/FIS1/NDUFA6/MRPL45/TUFM/MRPL17/PPIF/TIMM44/COQ6/NDUFB5/COQ10A/APOO/PHB2/NDUFS7/MRPL4/LDHD/NDUFC1/NDUFA2/UQCC1/COA5/CYB5B/ACAD9/MRPS23/BNIP1/NDUFA3/ACADVL/MTX2/PTCD3/NDUFA11/PLN/NDUFB4/NDUFB1/NDUFAF2/UQCR10/TIMM22/COX7A1/UQCRQ/COX7A2/NDUFA4/DARS2/COQ7/CHCHD10
CC,GO:0005759,mitochondrial matrix,205,-0.4424815776213316,-2.2124721124452487,9.552715659316371e-12,2.1309904163090367e-9,1.6382713980916662e-9,822,"tags=65%, list=39%, signal=44%",ECHS1/MRPL13/SLIRP/ALDH6A1/IARS2/GFM1/ECH1/PRKACA/TST/PDHA1/IDH3G/ACOT9/IDH3B/SUCLG1/GLUD1/TFAM/MRPL46/MECR/DLST/MCCC2/IDH3A/NUDT9/LRPPRC/MRPL12/NDUFA9/NDUFS8/TRMT10C/NADK2/OGDH/NDUFAB1/SOD2/PRDX3/GSTK1/SHMT2/TRAP1/HINT2/NDUFS2/FAHD1/PCCA/VDAC1/ABHD11/SUCLG2/ACAA2/AUH/HARS2/CMC1/HSPD1/HIBADH/SUCLA2/CBR4/DECR1/ACSF2/TMLHE/SDHB/ACO2/MRPS35/DNAJA3/PCCB/GOT2/MRPL39/SOD1/HIBCH/RTN4IP1/MLYCD/ALDH5A1/BDH1/MRRF/NDUFS3/GRSF1/DLD/LONP1/ATAD3A/BCKDHA/TXN2/IDH2/MRPS25/MRPL19/CS/HADHB/ACOT2/MRPS7/DLAT/PIN4/HSPA9/HADHA/PNPT1/FH/PAM16/ACSS2/HAGH/ACAD8/NDUFB8/UQCRFS1/SARS2/BCAT2/MRPS17/GRPEL1/NDUFS1/CASQ1/LYRM7/PDPR/ETFA/MDH2/PDHB/MRPL45/TUFM/HADH/IBA57/MRPL17/PPIF/TIMM44/HMGCL/ALDH2/PDHX/NDUFS7/MRPL4/SUOX/ALDH1B1/ETFB/ACAT1/MRPS23/ECI1/ACADVL/ACOT13/HSD17B8/ABHD10/ACADSB/PTCD3/ACADS/AK3/PDK4/TXNRD2/DARS2
MF,GO:0016491,oxidoreductase activity,234,-0.41247807794734004,-2.11223457331279,1.6576917133405366e-11,3.4337899776339685e-9,2.639842893876133e-9,590,"tags=47%, list=28%, signal=38%",NDUFA7/HBZ/HIBADH/ME1/CRAT/CBR4/DECR1/GSTM2/TMLHE/SDHB/GSTO1/AKR7A2/SOD1/PRDX2/NDUFB3/PTGES2/RTN4IP1/ALDH5A1/BDH1/NDUFS3/MDH1/DLD/ALDH9A1/GPD1L/COX4I1/BCKDHA/TXN2/ACAA1/NDUFC2/MSRB3/IDH2/PCYOX1/HADHB/TXNRD1/DLAT/HADHA/SURF1/NDUFV2/NDUFB10/TXNL1/GMPR/MTHFD1/L2HGDH/GPD2/NXN/AIFM1/GPHN/MAOB/PGK1/ACAD8/PRDX6/NDUFB8/UQCRFS1/DHRS7C/NDUFS1/COX5A/NDUFV1/NDUFA12/TXNDC17/GPX7/GAPDH/ETFA/MB/MDH2/PDHB/NDUFA6/AOC3/HADH/GSTT1/ADH5/COQ6/NDUFB5/ALDH2/PDHX/CYB5R1/NDUFS7/LDHD/NDUFC1/NDUFA2/SUOX/ALDH1B1/CYB5B/ACAD9/ALDH1L1/NDUFA3/ACADVL/GPD1/SELENBP1/HSD17B8/ACADSB/ACADS/PTGR2/HBA1/RDH14/NDUFB4/NDUFB1/TMX4/UQCR10/SDR39U1/COX7A1/HBG1/DCXR/TXNRD2/COX7A2/BLVRB/HBB/NDUFA4/COQ7/NOS1/HBD/CRYL1
CC,GO:0070161,anchoring junction,226,0.5099413594511565,2.11627380742049,1.830079383902809e-11,3.538153475545431e-9,2.7200758842850175e-9,443,"tags=38%, list=21%, signal=34%",ANXA1/NDRG1/DSP/S100A11/JUP/TPM4/LCP1/RPL30/CDSN/SMPX/RHOG/ACTN1/ARPC2/CORO1C/ARPC5L/DSC1/ARPC5/RPL27/ACTN4/RPLP2/S100A7/VIM/MARCKS/IQGAP1/POLDIP2/ARPC3/YWHAQ/CTNNB1/CD44/RPS3A/ARPC1B/PPIB/DSG1/DBNL/ACTC1/ACTB/YWHAZ/ACTR2/MYH9/CAP1/RPL18/RPS17/CSRP1/EZR/THY1/DBN1/CFL1/RPS18/CD9/FLNA/GSN/FLOT1/RPS5/RPS8/MSN/CPNE3/PDIA3/HSP90B1/DCAF6/RPLP1/RPL10A/RPL13A/ANXA2/RPL31/FLII/HSPB1/CDC42/RSU1/CLTC/CALR/FLNB/MAP2K1/PFN1/RPL7A/PPIA/RAC1/P4HB/YWHAB/RPL7/NRAP/RHOA/CNN3/RPL12/MAPRE1/CHP1/NPM1
CC,GO:0005925,focal adhesion,175,0.5431891194164002,2.209189633252318,3.272281387542369e-11,5.582127072866395e-9,4.2914501416809525e-9,443,"tags=42%, list=21%, signal=36%",ANXA1/JUP/TPM4/LCP1/RPL30/RHOG/ACTN1/ARPC2/CORO1C/ARPC5L/ARPC5/RPL27/ACTN4/RPLP2/S100A7/VIM/MARCKS/IQGAP1/ARPC3/YWHAQ/CTNNB1/CD44/RPS3A/ARPC1B/PPIB/ACTC1/ACTB/YWHAZ/ACTR2/MYH9/CAP1/RPL18/RPS17/CSRP1/EZR/THY1/CFL1/RPS18/CD9/FLNA/GSN/FLOT1/RPS5/RPS8/MSN/CPNE3/PDIA3/HSP90B1/DCAF6/RPLP1/RPL10A/RPL13A/RPL31/FLII/HSPB1/CDC42/RSU1/CLTC/CALR/FLNB/MAP2K1/PFN1/RPL7A/PPIA/RAC1/P4HB/YWHAB/RPL7/RHOA/CNN3/RPL12/MAPRE1/CHP1/NPM1
BP,GO:0097435,supramolecular fiber organization,199,0.5158327229426849,2.1274076558232147,3.1949834020098716e-11,5.582127072866395e-9,4.2914501416809525e-9,442,"tags=37%, list=21%, signal=32%",DSP/KRT6A/KRT16/TUBB4A/KRT17/CST3/TPM4/KRT14/LCP1/KRT6B/MFAP4/CDSN/RHOG/MYBPH/ACTN1/ARPC2/CORO1C/ARPC5L/TBCB/KRT5/ARPC5/TMSB4X/TAGLN2/VIM/MARCKS/IQGAP1/ARPC3/SERPINH1/MYH3/CLU/TMSB10/KRT10/ARPC1B/ACTC1/CAPZA1/ACTR2/CAP1/KRT9/CSRP1/EZR/DBN1/CFL1/COL1A2/TTN/CSRP3/FLNA/GSN/KRT1/DNAJB6/DSTN/S100A10/HSP90B1/FKBP4/TF/ANXA2/DYNC1H1/PLS3/FLII/CDC42/TNXB/EML2/CRYAB/KRT2/PFN1/SPTAN1/RAC1/APOA1/MYLK3/NRAP/RHOA/CNN3/MAPRE1/BAX/CHP1
CC,GO:0019866,organelle inner membrane,184,-0.44342027746015117,-2.185819877212916,5.52883803338031e-11,8.907572387112722e-9,6.847999388713156e-9,724,"tags=58%, list=34%, signal=42%",SLC35A4/COX7C/NDUFS4/LRPPRC/MRPL12/NDUFA9/NDUFS5/NDUFS8/SUN2/NDUFAB1/CHCHD3/SHMT2/RDH13/TRAP1/NDUFS2/CYCS/COX6C/MTX1/STOML2/NDUFA7/HSPD1/CRAT/SDHB/MRPS35/CKMT2/TMEM11/UQCRC2/MRPL39/MPC2/NDUFB3/BDH1/NDUFS3/ENDOG/COX4I1/ATAD3A/NDUFC2/SPG7/MRPS25/MRPL19/COQ9/CPT2/HADHB/MRPS7/TMEM126A/SLC25A12/COQ3/HSPA9/HADHA/TIMM50/SURF1/NDUFV2/NDUFB10/MATR3/L2HGDH/NDUFB11/GPD2/AIFM1/PAM16/NDUFB8/UQCRFS1/MRPS17/GRPEL1/AFG3L2/NDUFS1/COX5A/NDUFA13/AGK/NDUFV1/NDUFA12/COA3/SMIM20/NDUFA6/MRPL45/MRPL17/PPIF/TIMM44/COQ6/NDUFB5/COQ10A/APOO/PHB2/NDUFS7/MRPL4/LDHD/NDUFC1/NDUFA2/UQCC1/COA5/ACAD9/MRPS23/NDUFA3/ACADVL/MTX2/PTCD3/NDUFA11/NDUFB4/NDUFB1/NDUFAF2/TMX4/UQCR10/TIMM22/COX7A1/UQCRQ/COX7A2/NDUFA4/COQ7/CHCHD10
MF,GO:0005198,structural molecule activity,225,0.5007795255533575,2.0793922528755826,7.359753152447502e-11,1.095017152822531e-8,8.418316986127481e-9,395,"tags=37%, list=19%, signal=34%",POTEE/FBN1/DSP/KRT6A/KRT16/TUBB4A/JUP/KRT17/TPM4/RPL17/KRT14/KRT6B/RPL30/MFAP4/MYL6/FLG/MYBPH/ACTN1/ARPC2/IGFBP7/KRT5/RPL3L/LMNB1/ARPC5/RPL27/MYL6B/RPLP2/VIM/ARPC3/TUBB2A/TUBA1B/RPS3A/KRT10/ARPC1B/ECM1/COPG1/DBNL/ACTB/FGG/RPS28/ACTR2/RPL18/KRT9/RPS21/RPL24/COPB2/RPS17/RPS27/CSRP1/MRPS30/FGB/COL1A2/RPS18/TTN/CSRP3/KRT1/RPS5/RPS8/MSN/RPL10/RPL23A/CLTB/RPLP1/ANKRD2/RPS25/RPL10A/RPL13A/RPS6/RPL15/HSPB2/RPL31/TUBB2B/FGA/RPS27L/VTN/CLTC/TNXB/SEC31A/CRYAB/KRT2/RPS24/COPA/RPL7A/SPTAN1
BP,GO:0007010,cytoskeleton organization,283,0.47028185199410083,1.9955895252866624,7.551842433258834e-11,1.095017152822531e-8,8.418316986127481e-9,452,"tags=34%, list=21%, signal=31%",ANXA1/POTEE/DSP/KRT6A/KRT16/TUBB4A/KRT17/S100A8/TPM4/KRT14/LCP1/KRT6B/SH3BGRL3/RHOG/MYBPH/ACTN1/ARPC2/CORO1C/S100A9/ARPC5L/TBCB/KRT5/LMNB1/ARPC5/TMSB4X/TAGLN2/CALML5/ACTN4/VIM/MARCKS/IQGAP1/POLDIP2/ARPC3/TUBB2A/CTNNB1/TUBA1B/MYH3/TMSB10/KRT10/ARPC1B/DBNL/ACTC1/ACTB/CAPZA1/HRAS/ACTR2/MYH9/CAP1/KRT9/CSRP1/EZR/THY1/DBN1/CFL1/TTN/CSRP3/FLNA/GSN/KRT1/DNAJB6/MSN/DSTN/S100A10/HSP90B1/LARP4/FKBP4/TF/CHMP2A/DYNC1H1/PLS3/TUBB2B/FLII/CDC42/AQP1/CRK/CLTC/TNXB/EML2/CALR/FLNB/CHMP4B/CRYAB/KRT2/PFN1/SPTAN1/RAC1/APOA1/MYLK3/NRAP/DYNLT1/RHOA/CNN3/MAPRE1/CHP1/NPM1/DPYSL2/NUP62
BP,GO:0008544,epidermis development,39,0.7651034958045029,2.5034749018681595,1.4572408209053823e-10,2.01238018125029e-8,1.5470857436980454e-8,403,"tags=69%, list=19%, signal=57%",ANXA1/DSP/KRT6A/KRT16/KRT17/KRT14/KRT6B/CDSN/FABP5/FLG/KRT5/CALML5/S100A7/CTNNB1/KRT10/NSUN2/KRT9/KRT1/IL18/CASP14/YBX1/ASAH1/FLNB/KRT2/MAP2K1/TSG101/CSTA
