ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
GO:0006091,generation of precursor metabolites and energy,194,-0.4264468985810831,-2.1149536060129956,4.805874394753456e-10,9.515631301611842e-8,8.029719323674194e-8,502,"tags=48%, list=24%, signal=40%",NDUFB11/NDUFB5/COQ10A/PDHA1/IDH3G/IDH1/PRKAA2/SLC25A12/ACO1/PLEC/PNPT1/CS/BPGM/NDUFA7/NDUFS1/NDUFA12/IDH2/MDH1/PHKA1/COX4I1/DLST/NDUFB8/UQCRC2/NDUFV1/NDUFC1/LYRM7/ACAT1/ACO2/OGDH/COA6/SOD2/NDUFA9/SIRT3/NDUFV2/DLD/ATG3/NDUFS3/PPIF/NDUFV3/NDUFA6/NDUFS2/MFN2/COX6A2/UQCRC1/DHTKD1/ACADM/NDUFAB1/SLC25A4/SNCA/PPP2CA/SDHB/NDUFS8/NDUFC2/COX6B1/COQ9/SUCLG1/SDHA/OXCT1/UQCRB/COX6C/SUCLA2/ETFDH/COX5B/NDUFS5/EPM2A/COX5A/FECH/NDUFB3/COX7C/NDUFS6/ACTN3/PFKFB1/BNIP3/COX17/NDUFA5/NDUFB6/NDUFA10/NDUFS4/UQCRH/CYCS/NNT/SORBS1/PPP1R3D/CYC1/NDUFB9/CISD1/COX7A2L/NDUFA8/ADHFE1/PPP1R1A/NDUFB7/GYG1/H6PD
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",36,-0.7363588745655694,-2.710154982999722,1.3609358624377176e-9,2.4700985903244576e-7,2.0843807156282938e-7,426,"tags=75%, list=20%, signal=61%",NDUFA7/NDUFS1/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/DLD/NDUFS3/NDUFV3/NDUFA6/NDUFS2/NDUFAB1/SNCA/NDUFS8/NDUFC2/COQ9/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0015986,proton motive force-driven ATP synthesis,39,-0.7106407543266843,-2.655791063904962,3.859609852924794e-9,6.466330968977078e-7,5.456582026888009e-7,426,"tags=72%, list=20%, signal=58%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0042776,proton motive force-driven mitochondrial ATP synthesis,38,-0.7073221416155054,-2.6381425719377876,7.571844039992872e-9,1.1779625942217484e-6,9.940180220922972e-7,426,"tags=76%, list=20%, signal=62%",NDUFB11/NDUFB5/NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0002181,cytoplasmic translation,96,0.5606506430750997,2.1860554191855566,2.7640924001052145e-8,4.013462164952771e-6,3.3867405828657576e-6,638,"tags=53%, list=30%, signal=39%",RPL35A/RPS19/RPL35/RPL26L1/RPL28/ETF1/RPL38/RPL27A/RPL12/RPS13/RPS18/RPS10/RPL22/EIF2S2/RPL13/YBX1/EIF2B5/RPS20/EIF3F/RPS4X/RPLP0/RPL11/RPL9/RPS14/HNRNPU/RPS23/SYNCRIP/EIF3G/YBX3/EIF3A/EIF3I/EIF3E/EIF3B/DRG1/EIF2S3/RPS25/DHX9/RPSA/EIF2B3/PAIP1/RPS2/RPL5/RPS12/EIF4A1/RPL13A/RPL8/RPS3/RPS27A/EIF3D/SH3BGRL/RPL23A
GO:0010257,NADH dehydrogenase complex assembly,40,-0.6797193584387361,-2.5718920007213644,4.0653138892879444e-8,5.208384500511261e-6,4.3950700004314245e-6,431,"tags=65%, list=20%, signal=53%",TMEM126A/NDUFS1/NDUFA12/NDUFB8/NDUFC1/NDUFA9/NDUFS3/NDUFA6/NDUFS2/NDUFAB1/NDUFS8/NDUFC2/NDUFAF6/TIMM21/NDUFS5/NDUFB3/NDUFAF4/NDUFAF5/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/NDUFA8/NDUFB7/COA1
GO:0032981,mitochondrial respiratory chain complex I assembly,40,-0.6797193584387361,-2.5718920007213644,4.0653138892879444e-8,5.208384500511261e-6,4.3950700004314245e-6,431,"tags=65%, list=20%, signal=53%",TMEM126A/NDUFS1/NDUFA12/NDUFB8/NDUFC1/NDUFA9/NDUFS3/NDUFA6/NDUFS2/NDUFAB1/NDUFS8/NDUFC2/NDUFAF6/TIMM21/NDUFS5/NDUFB3/NDUFAF4/NDUFAF5/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/NDUFA8/NDUFB7/COA1
GO:0033108,mitochondrial respiratory chain complex assembly,56,-0.6048794343494649,-2.48690728659607,4.771983377845506e-8,5.774099887193062e-6,4.872446185800148e-6,600,"tags=70%, list=28%, signal=51%",NDUFA11/FXN/NDUFAF3/NDUFA13/UQCC2/NDUFB11/NDUFB5/SCO1/UQCC1/TMEM126A/NDUFS1/NDUFA12/NDUFB8/NDUFC1/LYRM7/NDUFA9/NDUFS3/NDUFA6/NDUFS2/NDUFAB1/TACO1/NDUFS8/NDUFC2/NDUFAF6/TIMM21/NDUFS5/NDUFB3/NDUFAF4/COX17/NDUFAF5/NDUFA5/NDUFB6/NDUFA10/NDUFS4/SAMM50/NDUFB9/NDUFA8/NDUFB7/COA1
GO:0006754,ATP biosynthetic process,45,-0.6320818375379058,-2.4292656116685585,2.1567172699825566e-7,2.4722790600115832e-5,2.0862206943986393e-5,426,"tags=64%, list=20%, signal=53%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NUDT2/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0009201,ribonucleoside triphosphate biosynthetic process,48,-0.6123521175981065,-2.3876180057078478,3.5194160770433534e-7,3.48422191627292e-5,2.94014376579794e-5,426,"tags=60%, list=20%, signal=49%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NUDT2/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0009206,purine ribonucleoside triphosphate biosynthetic process,48,-0.6123521175981065,-2.3876180057078478,3.5194160770433534e-7,3.48422191627292e-5,2.94014376579794e-5,426,"tags=60%, list=20%, signal=49%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NUDT2/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0007005,mitochondrion organization,150,-0.4198972850138507,-2.022462995783961,3.3340579384346604e-7,3.48422191627292e-5,2.94014376579794e-5,465,"tags=43%, list=22%, signal=36%",PLEC/SCO1/SPG7/OPA1/PNPT1/UQCC1/TMEM126A/NDUFS1/NDUFA12/VDAC2/PRDX3/NDUFB8/NDUFC1/LYRM7/TIMM9/SOD2/NDUFA9/TFRC/TOMM40/SIRT5/ATG3/TYMP/NDUFS3/ACAA2/PPIF/IMMT/TMEM11/NDUFA6/TIMM8A/NDUFS2/MFN2/CLU/NDUFAB1/TIMM50/SLC25A4/SNCA/TACO1/NDUFS8/NDUFC2/NDUFAF6/TIMM21/GPX1/TIMM8B/TIMM10/NDUFS5/EPM2A/NDUFB3/CNP/NDUFAF4/BNIP3/COX17/NDUFAF5/NDUFA5/NDUFB6/NDUFA10/NDUFS4/APOOL/MTCH2/SAMM50/NDUFB9/COX7A2L/NDUFA8/MCU/NDUFB7/COA1
GO:0097250,mitochondrial respirasome assembly,58,-0.5865318204432599,-2.4270794733802488,4.920293104692797e-7,4.6593036443569184e-5,3.93173078297191e-5,502,"tags=67%, list=24%, signal=53%",NDUFA11/FXN/NDUFAF3/NDUFA13/UQCC2/NDUFB11/NDUFB5/SCO1/UQCC1/TMEM126A/NDUFS1/NDUFA12/NDUFB8/NDUFC1/LYRM7/NDUFA9/NDUFS3/NDUFA6/NDUFS2/NDUFAB1/TACO1/NDUFS8/NDUFC2/NDUFAF6/TIMM21/NDUFS5/NDUFB3/NDUFAF4/COX17/NDUFAF5/NDUFA5/NDUFB6/NDUFA10/NDUFS4/NDUFB9/COX7A2L/NDUFA8/NDUFB7/COA1
GO:0009145,purine nucleoside triphosphate biosynthetic process,49,-0.5948590049893011,-2.333942777651037,8.105247176157637e-7,7.355511812363056e-5,6.20691296911019e-5,426,"tags=59%, list=20%, signal=48%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NUDT2/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0044281,small molecule metabolic process,434,-0.2926561947139493,-1.5944185124210568,1.0080720242135377e-6,8.782323474948342e-5,7.410921070639313e-5,503,"tags=35%, list=24%, signal=34%",PNP/NDUFB11/ESD/NQO2/NDUFB5/PDHA1/BPNT1/ACSF2/IDH3G/PHYH/IDH1/PRPSAP1/PRKAA2/ACO1/CPT2/HINT1/GLUD1/ACADSB/MCCC2/L2HGDH/OPA1/CS/BPGM/DECR1/NDUFA7/NDUFS1/NDUFA12/IDH2/GOT1/MDH1/SEPHS1/GCSH/PHKA1/DLST/COQ3/NDUFB8/NDUFV1/LDHD/NDUFC1/AUH/ACAT1/ACO2/OGDH/SFXN1/LPIN1/PGP/PRKG1/IDI1/NDUFA9/NDUFV2/BLMH/SIRT5/DLD/TYMP/SLC2A1/NDUFS3/MPC2/ACAA2/GOT2/ALDH5A1/GMPR/DBI/TECR/LSS/MECR/NDUFV3/PCCB/GLUL/NDUFA6/PPTC7/THAP4/NDUFS2/ATP6V1A/DHTKD1/ACADM/CRAT/NDUFAB1/PPA2/DBT/PANK4/ASS1/SNCA/PPP2CA/SDHB/NDUFS8/NDUFC2/COQ9/ECHS1/SUCLG1/SDHA/ALDH1A1/MYH6/ECHDC3/OXCT1/PCCA/GPX1/SUCLA2/ETFDH/PCBD2/NDUFS5/AMPD1/VDAC1/MTR/MYH3/FECH/NDUFB3/ALDH4A1/CNP/HIBADH/GPT2/NDUFS6/TNXB/ACTN3/PFKFB1/NDUFA5/BCKDHB/SLC25A11/NDUFB6/MCCC1/NDUFA10/PTGR1/NUDT2/ECI2/MYH7/HSD17B4/NDUFS4/SCPEP1/ADH1B/NNT/GSTZ1/SORBS1/MGLL/CLYBL/ACSS1/APIP/PPT1/SULT1A3/DHRS7B/NDUFB9/ALDH6A1/MPST/NDUFA8/ADHFE1/NDUFB7/APOD/H6PD/PLIN5/FABP5/OXSM/CPT1B/KCNJ11/MGST3/FBN1/MYH4
GO:0009142,nucleoside triphosphate biosynthetic process,51,-0.5742240183799903,-2.2939904303535843,2.0656497819548173e-6,1.7303789327298433e-4,1.4601718701591542e-4,426,"tags=57%, list=20%, signal=47%",NDUFA7/NDUFS1/NDUFA12/NDUFB8/NDUFV1/NDUFC1/NDUFA9/NDUFV2/NDUFS3/NDUFV3/NDUFA6/NDUFS2/ATP6V1A/NDUFAB1/SDHB/NDUFS8/NDUFC2/SDHA/NDUFS5/NDUFB3/NDUFS6/NDUFA5/NDUFB6/NDUFA10/NUDT2/NDUFS4/NDUFB9/NDUFA8/NDUFB7
GO:0016192,vesicle-mediated transport,248,0.401486667014511,1.735862552864125,5.721062259065691e-6,4.485484466858782e-4,3.785054313051777e-4,482,"tags=34%, list=23%, signal=30%",S100A13/NEDD4/RAB5A/STAM/AP2A1/RTN3/ARF1/TGM2/PREB/BNIP1/SNX6/TMED9/PRKAA1/RAB9A/TMED4/PPP6C/CORO1C/PTK2/HYOU1/DYNC1LI1/PACSIN3/STX12/ARCN1/PPP3CA/VPS37C/SAR1A/C4BPA/UBQLN2/CTTN/LMAN2L/PPP3R1/TOM1/VPS26A/NSF/ANXA1/EZR/SNX2/VPS25/RAB11B/PLIN3/CALM1/P4HB/VPS35/CD93/TFG/HNRNPK/PDCD6IP/LAMP1/ACTB/GSN/SQSTM1/SNAP23/PFN2/LGALS3/RAB2A/MAPK1/EHD4/TBC1D17/CAPN2/ANK2/VCP/PIP4K2B/UBE2O/DBNL/HOOK3/LGALS3BP/ANK3/CLTC/SCFD2/RALA/RAC1/CAP1/APOC3/FLNA/PDCD6/APOC1/CALR/GABARAPL2/VPS29/GNAI2/CLTB/SPTBN1/ANXA2/STXBP3
GO:0010604,positive regulation of macromolecule metabolic process,387,0.36263356419394954,1.6240937249856477,5.766463042793658e-6,4.485484466858782e-4,3.785054313051777e-4,577,"tags=38%, list=27%, signal=34%",S100A13/NEDD4/PADI2/CHCHD10/COL1A1/TNNI2/FNTA/ARL6IP5/FAM98A/UBE2N/PRKAA1/PPIA/AIMP2/G3BP1/PTK2/MAPT/IST1/DCUN1D1/PBXIP1/EIF4G2/STAT5B/PAK2/YBX1/CCT6A/PACSIN3/EIF2B5/IL18/PPP3CA/RPS4X/DNAJA4/C4BPA/UBQLN2/HUWE1/FUBP1/PPP3R1/RUVBL1/USP5/CD38/RPL11/NSF/ANXA1/EZR/HLA-A/CALM1/VIM/FERMT2/ILF3/ALDH1A2/VPS35/DDT/HNRNPU/CRKL/QKI/ACTR2/TMX1/SYNCRIP/HNRNPK/LIMCH1/TCP1/U2AF2/ACTB/YBX3/GSN/PSME2/ENY2/PSMD9/RBMX/SUB1/SQSTM1/PFN2/PCBP1/TARDBP/LAMTOR5/MAPK1/EHD4/SFPQ/ERP29/CCT2/HEXB/PFKM/STUB1/CAPRIN1/ANK2/VCP/RUVBL2/KHDRBS1/NOS1/PARP1/NEK7/EIF3E/YWHAH/LMO7/WDR77/ANK3/UBQLN1/PSMD10/EIF6/ABCF1/RAC1/PSME1/PDCD6/MLIP/TOLLIP/RGN/DDX17/TRIM28/CALR/DHX9/EPHX2/HMGB2/CCT8/ENDOG/SPTBN1/HNRNPAB/ANXA2/ACTC1/BAX/CAND2/CCT5/PAIP1/UCHL5/HNRNPA2B1/ADIRF/PSMC1/NCK2/KLHL40/YTHDF3/UBE2L3/MAP2K4/RPS2/FN1/RPL5/PF4/PSMC4/TRMT10C/PDE12/PAK1/EIF4A1/NCL/PTMS/RPS27L/TPD52L1/GAPDH/NPM1/RPS3/HDGF
GO:0043588,skin development,36,-0.602630671259707,-2.2179708468734307,2.2242021217729357e-5,0.0016704524900763634,0.0014096032321653524,109,"tags=39%, list=5%, signal=38%",KRT5/CTNNB1/CSTA/COL1A2/FLG/KRT6B/KRT9/KRT17/CDSN/KRT6A/KRT14/KRT16/JUP/DSP
GO:0008544,epidermis development,39,-0.5921989476295476,-2.213152937814024,2.4751465845735248e-5,0.001796956420400379,0.0015163529602334647,109,"tags=38%, list=5%, signal=37%",KRT5/ATP2A2/CTNNB1/CSTA/FLG/KRT6B/FABP5/KRT9/KRT17/CDSN/KRT6A/KRT14/CALML5/KRT16/DSP
GO:0071826,protein-RNA complex organization,59,0.5392962939108453,1.9202434217034996,3.150445153286007e-5,0.002213441788340943,0.0018678021180432488,621,"tags=53%, list=29%, signal=38%",RPS19/SNRPD3/RPL38/SNRPE/EIF2S2/EIF3F/RUVBL1/RPL11/RPS14/EIF3G/U2AF2/EIF3A/VCP/RUVBL2/EIF3I/EIF3E/EIF3B/WDR77/EIF2S3/SNRPB/EIF6/KIF5B/DHX9/RPSA/KLC1/RPL5/HSP90AB1/RPL13A/RPS27L/XRCC5/EIF3D
GO:0009913,epidermal cell differentiation,28,-0.6236953172999279,-2.1453923571238525,7.15975016152649e-5,0.004873104953688967,0.004112145980929359,109,"tags=43%, list=5%, signal=41%",TSG101/KRT5/CTNNB1/CSTA/FLG/KRT6B/KRT17/CDSN/KRT6A/KRT14/KRT16/DSP
GO:0051128,regulation of cellular component organization,362,0.3477362037439355,1.5521304992502458,9.673576345982283e-5,0.006384560388348307,0.005387580319006401,581,"tags=36%, list=27%, signal=31%",NEDD4/COBL/TPPP3/RAB5A/THY1/STAM/AP2A1/CHCHD10/CD44/ARF1/TGM2/PREB/TUBB2B/FAM98A/ETF1/TMED9/PRKAA1/CST3/CAMK2D/NES/CORO1C/G3BP1/PTK2/MAPT/IST1/LCP1/EIF4G2/TRIM54/DYNC1LI1/PAK2/CCT6A/PACSIN3/PPP3CA/SAR1A/DNAJA4/UBQLN2/HUWE1/CTTN/LAMP2/TUBB/PPP3R1/RUVBL1/TOM1/CD38/PFN1/ANXA1/EZR/VIM/DNPH1/FERMT2/CAP2/VPS35/HNRNPU/CRKL/ACTR2/XIRP2/HNRNPK/PDCD6IP/LIMCH1/TCP1/COL6A1/ACTB/VCL/GSN/SUB1/SQSTM1/PFN2/LGALS3/MAPK1/EHD4/ARPC5/CCT2/SLC25A6/CAPN2/STUB1/SVIL/CAPRIN1/VCP/PIP4K2B/RUVBL2/PARP1/NEK7/LMOD2/YWHAH/SH3GLB1/DRG1/AHNAK/CLTC/TMOD1/PSMD10/RALA/RNH1/RAC1/APOC3/SLK/FLNA/CLIP1/KIF5B/APOC1/TRIM28/CALR/MAPRE1/CCT8/ENDOG/CHORDC1/SPTBN1/ANXA2/FLII/BAX/NEXN/SHOC2/CCT5/UCHL5/HNRNPA2B1/NCK2/SCFD1/FN1/MAP4/TMSB10/HSPA2/CFL1/CD2AP/PAK1/MYO18A/RPL13A/LAMTOR1/NPM1/RPS3/HOMER1
GO:0031344,regulation of cell projection organization,77,0.49538358396087,1.861835817455612,1.1336385446899559e-4,0.007054470715242068,0.005952880899334325,415,"tags=35%, list=20%, signal=29%",NEDD4/COBL/RAB5A/THY1/AP2A1/CD44/TUBB2B/FAM98A/CORO1C/MAPT/IST1/EIF4G2/PAK2/PPP3CA/CD38/PFN1/EZR/VIM/VPS35/CRKL/ACTR2/PFN2/CAPRIN1/YWHAH/RALA/RAC1/FLNA
